,Sno,Address,City,State code,Country,Rentel_price,Deposit
4289,4289,"Glasgow City, G4 0TG, United Kingdom",, G4 0TG, United Kingdom,£ 3557 ,
4290,4290,"Govan, Crossloan Road/ Uist Street, Crossloan Road, Linthouse, Glasgow, G51 3QD, United Kingdom", Glasgow, G51 3QD, United Kingdom,£ 1095,
4291,4291,"Elgin Place, 240 Bath Street, Glasgow, G2 4JW, United Kingdom", Glasgow, G2 4JW, United Kingdom,£ 2500,
4292,4292,"North Lanarkshire, G69 8BP, United Kingdom",, G69 8BP, United Kingdom,£ 3069 ,
4293,4293,"92 Queensborough Gardens, Partickhill, Glasgow, G12 9TU, United Kingdom", Glasgow, G12 9TU, United Kingdom,£ 1650,
4294,4294,"Millhouse Drive, Glasgow, G20 0UF, United Kingdom", Glasgow, G20 0UF, United Kingdom,£ 1100,
4295,4295,"Craigend Circus, Low Knightswood, Glasgow, G13 2TY, United Kingdom", Glasgow, G13 2TY, United Kingdom,£ 1250,
4296,4296,"Whimbrel Wynd, Renfrew, PA4 8TJ, United Kingdom", Renfrew, PA4 8TJ, United Kingdom,£ 950,
4297,4297,"Wellcroft, Clyde Place, Laurieston, Glasgow, G5 8DE, United Kingdom", Glasgow, G5 8DE, United Kingdom,£ 1176,
4298,4298,"Budhill Avenue, Glasgow, G32 0PJ, United Kingdom", Glasgow, G32 0PJ, United Kingdom,£ 895,
4299,4299,"34-48 Cairnhill View, Glasgow, G61 1RP, United Kingdom", Glasgow, G61 1RP, United Kingdom,£ 1295,
4300,4300,"unnamed road, Glasgow, G3 6JR, United Kingdom", Glasgow, G3 6JR, United Kingdom,£ 1050,
4301,4301,"Solasta Riverside, 20 Clyde Place, Laurieston, Glasgow, G5 8BY, United Kingdom", Glasgow, G5 8BY, United Kingdom,£ 1566,
4302,4302,"585 Alexandra Parade, Glasgow, G31 3BQ, United Kingdom", Glasgow, G31 3BQ, United Kingdom,£ 800,
4303,4303,"6 Riverview Place, Glasgow, G5 8EB, United Kingdom", Glasgow, G5 8EB, United Kingdom,£ 1050,
4304,4304,"Hardgate Drive, Glasgow, G51 4XW, United Kingdom", Glasgow, G51 4XW, United Kingdom,£ 1800,
4305,4305,"95 Crowlin Crescent, Glasgow, G33 3PR, United Kingdom", Glasgow, G33 3PR, United Kingdom,£ 795,
4306,4306,"Blackfriars Street, Glasgow, G1 1HF, United Kingdom", Glasgow, G1 1HF, United Kingdom,£ 3200,100
4307,4307,"Tollcross, Tollcross Road/ Drumover Drive, Tollcross Road, Lilybank, Glasgow, G31 4UW, United Kingdom", Glasgow, G31 4UW, United Kingdom,£ 675,
4308,4308,"Thornwood Primary School, 11 Thornwood Terrace, Glasgow, G11 7QZ, United Kingdom", Glasgow, G11 7QZ, United Kingdom,£ 1600,
4309,4309,"Holiday Inn Express, Renfrew Court, Glasgow, G2 3AU, United Kingdom", Glasgow, G2 3AU, United Kingdom,£ 950,
4310,4310,"unnamed road, New Cathcart, Glasgow, G44 4EB, United Kingdom", Glasgow, G44 4EB, United Kingdom,£ 1250,
4311,4311,"Glasgow City, G11 5JA, United Kingdom",, G11 5JA, United Kingdom,£ 4604 ,
4312,4312,"Cenby, Rose Street, Glasgow, G3 6SQ, United Kingdom", Glasgow, G3 6SQ, United Kingdom,£ 1450,
4313,4313,"17 Onslow Drive, Glasgow, G31 2QG, United Kingdom", Glasgow, G31 2QG, United Kingdom,£ 1095,
4314,4314,"24 Caird Drive, Partickhill, Glasgow, G11 5DY, United Kingdom", Glasgow, G11 5DY, United Kingdom,£ 1800,
4315,4315,"11, 15, 17 North Claremont Street, Glasgow, G3 7LE, United Kingdom", Glasgow, G3 7LE, United Kingdom,£ 2600,
4316,4316,"Hawthorn Road, Clarkston, G76 8EL, United Kingdom", Clarkston, G76 8EL, United Kingdom,£ 995,
4317,4317,"29 Alyth Crescent, Clarkston, G76 8PD, United Kingdom", Clarkston, G76 8PD, United Kingdom,£ 1200,
4318,4318,"Marlborough Avenue, Thornwood, Glasgow, United Kingdom", Thornwood, Glasgow, United Kingdom,£ 1595,
4319,4319,"Solasta Riverside, 20 Clyde Place, Laurieston, Glasgow, G5 8BY, United Kingdom", Glasgow, G5 8BY, United Kingdom,£ 1601,
4320,4320,"Glasgow City, G32 6FR, United Kingdom",, G32 6FR, United Kingdom,£ 2655 ,
4321,4321,"Cairnhill Drive, Rosshall, Glasgow, G52 3TX, United Kingdom", Glasgow, G52 3TX, United Kingdom,£ 625,
4322,4322,"Burghead Drive, Linthouse, Glasgow, G51 4QQ, United Kingdom", Glasgow, G51 4QQ, United Kingdom,£ 795,
4323,4323,"22 Carleston Street, Glasgow, G21 1TA, United Kingdom", Glasgow, G21 1TA, United Kingdom,£ 675,
4324,4324,"Nith Drive, Renfrew, PA4 0UR, United Kingdom", Renfrew, PA4 0UR, United Kingdom,£ 1650,
4325,4325,"The Hug and Pint, 171 Great Western Road, Glasgow, G4 9AW, United Kingdom", Glasgow, G4 9AW, United Kingdom,£ 1900,
4326,4326,"Linzi's Luscious Locks, 1005 Crow Road, Glasgow, G13 1JP, United Kingdom", Glasgow, G13 1JP, United Kingdom,£ 850,
4327,4327,"Great Western Road / Bearsden Road, Great Western Road, Low Knightswood, Glasgow, G13 2YB, United Kingdom", Glasgow, G13 2YB, United Kingdom,£ 1350,
4328,4328,"121 Craigpark Drive, Glasgow, G31 2NT, United Kingdom", Glasgow, G31 2NT, United Kingdom,£ 1100,
4329,4329,"Shettleston, Shettleston Road/ Vesalius Street, Shettleston Road, Glasgow, G32 7NR, United Kingdom", Glasgow, G32 7NR, United Kingdom,£ 690,
4330,4330,"Hilton Gardens, Glasgow, G13 1DB, United Kingdom", Glasgow, G13 1DB, United Kingdom,£ 950,
4331,4331,"Balbir's, Church Street, Partickhill, Glasgow, G11 5JS, United Kingdom", Glasgow, G11 5JS, United Kingdom,£ 875,
4332,4332,"Cartha Street, Glasgow, G41 3HQ, United Kingdom", Glasgow, G41 3HQ, United Kingdom,£ 1295,
4333,4333,"Eversley Street, Glasgow, G32 8HG, United Kingdom", Glasgow, G32 8HG, United Kingdom,£ 850,
4334,4334,"Westbank Quadrant, Glasgow, G12 8NT, United Kingdom", Glasgow, G12 8NT, United Kingdom,£ 2800,
4335,4335,"Mavisbank Gardens, Glasgow, G51 1HF, United Kingdom", Glasgow, G51 1HF, United Kingdom,£ 1395,
4336,4336,"22 Carleston Street, Glasgow, G21 1TA, United Kingdom", Glasgow, G21 1TA, United Kingdom,£ 725,
4337,4337,"12 Battlefield Gardens, Glasgow, G42 9JW, United Kingdom", Glasgow, G42 9JW, United Kingdom,£ 1200,
4338,4338,"Waterworld Aquatics, 232 Paisley Road West, Glasgow, G51 1NE, United Kingdom", Glasgow, G51 1NE, United Kingdom,£ 800,
4339,4339,"Glasgow City, G4 9AE, United Kingdom",, G4 9AE, United Kingdom,£ 2607 ,
4340,4340,"Lees Hall Crescent, Manchester, M14 6YP, United Kingdom", Manchester, M14 6YP, United Kingdom,£ 3250,
4341,4341,"15 Pole Lane, Failsworth, M35 0EH, United Kingdom", Failsworth, M35 0EH, United Kingdom,£ 693,
4342,4342,"Mauldeth Road, Manchester, M20 4NE, United Kingdom", Manchester, M20 4NE, United Kingdom,£ 3033,
4343,4343,"Salisbury House, 77 Granby Row, Manchester, M1 7BF, United Kingdom", Manchester, M1 7BF, United Kingdom,£ 1075,
4344,4344,"2-38 Upper West Grove, Victoria Park, Manchester, M13 0BB, United Kingdom", Manchester, M13 0BB, United Kingdom,£ 3488,
4345,4345,"Perkins Avenue, Salford, M7 2XN, United Kingdom", Salford, M7 2XN, United Kingdom,£ 575,
4346,4346,"Bowker Street, Salford, M7 2LL, United Kingdom", Salford, M7 2LL, United Kingdom,£ 520,
4347,4347,"Eagle House, 11 Blackfriars Road, Salford, M3 7AG, United Kingdom", Salford, M3 7AG, United Kingdom,£ 850,
4348,4348,"Michigan Point Tower A, 9 Michigan Avenue, Salford, M50 2GY, United Kingdom", Salford, M50 2GY, United Kingdom,£ 1300,
4349,4349,"2a Lower Chatham Street, Manchester, M1 5TF, United Kingdom", Manchester, M1 5TF, United Kingdom,£ 1500,
4350,4350,"The Anchorage, 1-4 Anchorage Quay, Salford, M50 3YL, United Kingdom", Salford, M50 3YL, United Kingdom,£ 1525,
4351,4351,"Ruskin Avenue, Manchester, M14 4DH, United Kingdom", Manchester, M14 4DH, United Kingdom,£ 606,
4352,4352,"Norman Road, Victoria Park, Manchester, M14 5JZ, United Kingdom", Manchester, M14 5JZ, United Kingdom,£ 5633,
4353,4353,"Westpoint, 501 Chester Road, Trafford, M16 9HU, United Kingdom", Trafford, M16 9HU, United Kingdom,£ 637,
4354,4354,"Castlefield Locks, 62 Ellesmere Street, Manchester, M15 4QR, United Kingdom", Manchester, M15 4QR, United Kingdom,£ 900,
4355,4355,"Minshull Warehouse, 47 Chorlton Street, Manchester, M1 3FY, United Kingdom", Manchester, M1 3FY, United Kingdom,£ 1830,
4356,4356,"Kirkmanshulme Lane, Manchester, M12 4TP, United Kingdom", Manchester, M12 4TP, United Kingdom,£ 1500,
4357,4357,"Finchley Road, Manchester, M14 6FH, United Kingdom", Manchester, M14 6FH, United Kingdom,£ 2158,
4358,4358,"Talbot Road, Manchester, M14 6TA, United Kingdom", Manchester, M14 6TA, United Kingdom,£ 676,
4359,4359,"Montgomery House, Demesne Road, Manchester, M16 8PH, United Kingdom", Manchester, M16 8PH, United Kingdom,£ 390,
4360,4360,"51 Browning Road, Stockport, SK5 6JN, United Kingdom", Stockport, SK5 6JN, United Kingdom,£ 1250,
4361,4361,"Whitworth Locke, Civic Quarter, 74 Princess Street, Manchester, M1 6JD, United Kingdom", Manchester, M1 6JD, United Kingdom,£ 1150,
4362,4362,"Bamford Road, Manchester, M20 2GW, United Kingdom", Manchester, M20 2GW, United Kingdom,£ 3484,
4363,4363,"28 Albion Road, Manchester, M14 6LU, United Kingdom", Manchester, M14 6LU, United Kingdom,£ 5156,
4364,4364,"Patagonia, 51 King Street, Manchester, M2 7AZ, United Kingdom", Manchester, M2 7AZ, United Kingdom,£ 923,
4365,4365,"Moss Lane East, Manchester, M15 5DD, United Kingdom", Manchester, M15 5DD, United Kingdom,£ 1025,
4366,4366,"Beetham Tower, 301-303 Great Bridgewater Street, Manchester, M3 4LQ, United Kingdom", Manchester, M3 4LQ, United Kingdom,£ 5250,
4367,4367,"Springwell Close, Eccles, M6 5PB, United Kingdom", Eccles, M6 5PB, United Kingdom,£ 1800,
4368,4368,"Moorfield Avenue, Manchester, M20 4NE, United Kingdom", Manchester, M20 4NE, United Kingdom,£ 3484,
4369,4369,"Hatchley Street, Brunswick, Manchester, M13 9GX, United Kingdom", Manchester, M13 9GX, United Kingdom,£ 1400,
4370,4370,"Black Milk, 88 Oldham Street, Manchester, M4 1LF, United Kingdom", Manchester, M4 1LF, United Kingdom,£ 836,
4371,4371,"Ewings, Anson Road, Victoria Park, Manchester, M14 5PB, United Kingdom", Manchester, M14 5PB, United Kingdom,£ 1250,
4372,4372,"Langton Street, Eccles, M6 5PX, United Kingdom", Eccles, M6 5PX, United Kingdom,£ 628,
4373,4373,"Michigan Point Tower B, 11 Michigan Avenue, Salford, M50 2GY, United Kingdom", Salford, M50 2GY, United Kingdom,£ 1000,
4374,4374,"Stevenson Whyte, Duke Street, Manchester, M3 4NF, United Kingdom", Manchester, M3 4NF, United Kingdom,£ 1140,
4375,4375,"South Tower, Great Jackson Street, Manchester, M15 4AX, United Kingdom", Manchester, M15 4AX, United Kingdom,£ 1800,
4376,4376,"Amherst Road, Manchester, M14 6UQ, United Kingdom", Manchester, M14 6UQ, United Kingdom,£ 5113,
4377,4377,"unnamed road, Eccles, M50 2NP, United Kingdom", Eccles, M50 2NP, United Kingdom,£ 1053,
4378,4378,"Salford, M5 4AX, United Kingdom",, M5 4AX, United Kingdom,£ 2704 ,
4379,4379,"11 Kedleston Avenue, Victoria Park, Manchester, M14 5PT, United Kingdom", Manchester, M14 5PT, United Kingdom,£ 6600,
4380,4380,"Salford, M7 1NQ, United Kingdom",, M7 1NQ, United Kingdom,£ 2899 ,
4381,4381,"30 Princess Street, Manchester, M1 4DA, United Kingdom", Manchester, M1 4DA, United Kingdom,£ 1183,
4382,4382,"11 Fleeson Street, Victoria Park, Manchester, M14 5WG, United Kingdom", Manchester, M14 5WG, United Kingdom,£ 4030,
4383,4383,"unnamed road, Simister, M24 4GX, United Kingdom", Simister, M24 4GX, United Kingdom,£ 850,
4384,4384,"190 Moseley Road, Manchester, M14 6ZT, United Kingdom", Manchester, M14 6ZT, United Kingdom,£ 4399,
4385,4385,"24D Wilbraham Road, Manchester, M14 7DW, United Kingdom", Manchester, M14 7DW, United Kingdom,£ 1250,
4386,4386,"Rusholme Grove, Victoria Park, Manchester, M14 5AR, United Kingdom", Manchester, M14 5AR, United Kingdom,£ 1941,
4387,4387,"Derby Road, Manchester, M14 6UN, United Kingdom", Manchester, M14 6UN, United Kingdom,£ 3276,
4388,4388,"Lord Street, Salford, M7 1UA, United Kingdom", Salford, M7 1UA, United Kingdom,£ 900,
4389,4389,"353 Wilbraham Road, Manchester, M16 8NP, United Kingdom", Manchester, M16 8NP, United Kingdom,£ 1400,
4390,4390,"10 Tomlinson Street, Manchester, M15 5FW, United Kingdom", Manchester, M15 5FW, United Kingdom,£ 1375,
4391,4391,"Dene Road, Manchester, M20 2SU, United Kingdom", Manchester, M20 2SU, United Kingdom,£ 2800,
4392,4392,"XQ7, Taylorson Street South, Salford, M5 3BL, United Kingdom", Salford, M5 3BL, United Kingdom,£ 995,
4393,4393,"Willow Bank, Manchester, M14 6XN, United Kingdom", Manchester, M14 6XN, United Kingdom,£ 1600,
4394,4394,"Ruskin Avenue, Manchester, M14 4DH, United Kingdom", Manchester, M14 4DH, United Kingdom,£ 602,
4395,4395,"Freshfields, Mossfield Drive, Manchester, M9 7HQ, United Kingdom", Manchester, M9 7HQ, United Kingdom,£ 975,
4396,4396,"Lampwick Quay, 70 Old Mill Street, Manchester, M4 6LW, United Kingdom", Manchester, M4 6LW, United Kingdom,£ 2444,
4397,4397,"23 Yew Street, Manchester, M15 5YW, United Kingdom", Manchester, M15 5YW, United Kingdom,£ 1000,
4398,4398,"Pine Grove, Victoria Park, Manchester, M14 5QG, United Kingdom", Manchester, M14 5QG, United Kingdom,£ 4762,
4399,4399,"Manchester, M9 5PN, United Kingdom",, M9 5PN, United Kingdom,£ 4872 ,
4400,4400,"Salford, M3 6EU, United Kingdom",, M3 6EU, United Kingdom,£ 6139 ,
4401,4401,"Sackville Street, Manchester, M1 3WE, United Kingdom", Manchester, M1 3WE, United Kingdom,£ 1250,
4402,4402,"Universal Live, Great Jackson Street, Manchester, M15 4NP, United Kingdom", Manchester, M15 4NP, United Kingdom,£ 2095,
4403,4403,"Ackroyd Street, Manchester, M11 1LJ, United Kingdom", Manchester, M11 1LJ, United Kingdom,£ 800,
4404,4404,"Manchester, M4 7BH, United Kingdom",, M4 7BH, United Kingdom,£ 3216 ,
4405,4405,"Worsley Street, Manchester, M15 4NX, United Kingdom", Manchester, M15 4NX, United Kingdom,£ 1100,
4406,4406,"Block A LOCAL Blackfriars, Garden Lane, Salford, M3 7FJ, United Kingdom", Salford, M3 7FJ, United Kingdom,£ 1250,
4407,4407,"Manchester, M1 5GB, United Kingdom",, M1 5GB, United Kingdom,£ 3776 ,
4408,4408,"5 Redclyffe Mews, Salford, M5 3GD, United Kingdom", Salford, M5 3GD, United Kingdom,£ 1200,
4409,4409,"114 Stretford Road, Manchester, M15 5JH, United Kingdom", Manchester, M15 5JH, United Kingdom,£ 1225,
4410,4410,"Vita Living East, Nobel Way, Manchester, M1 7FA, United Kingdom", Manchester, M1 7FA, United Kingdom,£ 2500,
4411,4411,"238 Wilmslow Road, Manchester, M14 6LF, United Kingdom", Manchester, M14 6LF, United Kingdom,£ 4175,
4412,4412,"Hitchen Street, Brunswick, Manchester, M13 9DH, United Kingdom", Manchester, M13 9DH, United Kingdom,£ 1200,
4413,4413,"Children's play area, Liverpool Street, Salford, M6 5RG, United Kingdom", Salford, M6 5RG, United Kingdom,£ 650,
4414,4414,"Salford, M5 4BZ, United Kingdom",, M5 4BZ, United Kingdom,£ 2436 ,
4415,4415,"Lorne Road, Manchester, M14 6DT, United Kingdom", Manchester, M14 6DT, United Kingdom,£ 4125,
4416,4416,"Oke Poké, 59 Church Street, Manchester, M4 1PD, United Kingdom", Manchester, M4 1PD, United Kingdom,£ 1300,
4417,4417,"Beech Grove, Manchester, M14 6UY, United Kingdom", Manchester, M14 6UY, United Kingdom,£ 6240,
4418,4418,"NO.1 OLD TRAFFORD, Wharf End, Gorse Hill, M17 1GL, United Kingdom", Gorse Hill, M17 1GL, United Kingdom,£ 1050,
4419,4419,"Ladybarn Lane, Manchester, M14 6NQ, United Kingdom", Manchester, M14 6NQ, United Kingdom,£ 1586,
4420,4420,"Block 7 Spectrum, Blackfriars Road, Salford, M3 7BY, United Kingdom", Salford, M3 7BY, United Kingdom,£ 1395,
4421,4421,"The Quays/Ontario Basin, The Quays, Salford, M50 3BF, United Kingdom", Salford, M50 3BF, United Kingdom,£ 1400,
4422,4422,"Pinder Walk, Manchester, M15 6FY, United Kingdom", Manchester, M15 6FY, United Kingdom,£ 2300,
4423,4423,"Bandy Fields Place, Salford, M7 2ZS, United Kingdom", Salford, M7 2ZS, United Kingdom,£ 2650,
4424,4424,"Derby Road, Manchester, M14 6UN, United Kingdom", Manchester, M14 6UN, United Kingdom,£ 488,
4425,4425,"4 Cambridge Street, Manchester, M1 5GG, United Kingdom", Manchester, M1 5GG, United Kingdom,£ 3150,
4426,4426,"Lauderdale Crescent, Brunswick, Manchester, M13 9FD, United Kingdom", Manchester, M13 9FD, United Kingdom,£ 2000,
4427,4427,"14 Roby Street, Manchester, M1 3AG, United Kingdom", Manchester, M1 3AG, United Kingdom,£ 1150,
4428,4428,"29 Conmere Square, Manchester, M15 6DE, United Kingdom", Manchester, M15 6DE, United Kingdom,£ 1200,
4429,4429,"72 Bold Street, Trafford, M15 5QH, United Kingdom", Trafford, M15 5QH, United Kingdom,£ 2150,
4430,4430,"39 Potato Wharf, Manchester, M3 4NB, United Kingdom", Manchester, M3 4NB, United Kingdom,£ 1695,
4431,4431,"Pomona Strand, Gorse Hill, M16 0YD, United Kingdom", Gorse Hill, M16 0YD, United Kingdom,£ 1250,
4432,4432,"Longsight South Junction, Victoria Terrace, Manchester, M12 4LB, United Kingdom", Manchester, M12 4LB, United Kingdom,£ 3600,200
4433,4433,"26 Landcross Road, Manchester, M14 6NA, United Kingdom", Manchester, M14 6NA, United Kingdom,£ 3488,
4434,4434,"1 Deansgate, Manchester, M3 2BA, United Kingdom", Manchester, M3 2BA, United Kingdom,£ 4000,
4435,4435,"39 Potato Wharf, Manchester, M3 4NB, United Kingdom", Manchester, M3 4NB, United Kingdom,£ 1495,
4436,4436,"Vulcan Works, 2 Malta Street, Manchester, M4 7BH, United Kingdom", Manchester, M4 7BH, United Kingdom,£ 1050,
4437,4437,"Park Avenue, Trumpet Street, Manchester, M1 5LW, United Kingdom", Manchester, M1 5LW, United Kingdom,£ 1500,
4438,4438,"Three60, Crown Street, Manchester, M15 4AX, United Kingdom", Manchester, M15 4AX, United Kingdom,£ 200,
4439,4439,"The Cube, 2 Advent Way, Manchester, M4 7LH, United Kingdom", Manchester, M4 7LH, United Kingdom,£ 1100,
4440,4440,"Roman Entry, Manchester, M4 1PY, United Kingdom", Manchester, M4 1PY, United Kingdom,£ 935,
4441,4441,"Wald Avenue, Manchester, M14 6TE, United Kingdom", Manchester, M14 6TE, United Kingdom,£ 4702,
4442,4442,"The Trilogy, Ellesmere Street, Manchester, M15 4LY, United Kingdom", Manchester, M15 4LY, United Kingdom,£ 1130,
4443,4443,"6 Pickering Street, Manchester, M15 5LQ, United Kingdom", Manchester, M15 5LQ, United Kingdom,£ 2925,
4444,4444,"225-227 Clarendon Road, Manchester, M16 0AY, United Kingdom", Manchester, M16 0AY, United Kingdom,£ 1495,
4445,4445,"Comet Street, Manchester, M1 2AT, United Kingdom", Manchester, M1 2AT, United Kingdom,£ 1350,
4446,4446,"Islington Wharf, Great Ancoats Street, Manchester, M4 6DE, United Kingdom", Manchester, M4 6DE, United Kingdom,£ 7500,
4447,4447,"Manchester, M40 7LY, United Kingdom",, M40 7LY, United Kingdom,£ 5384 ,
4448,4448,"Endeavour House, Elmira Way, Salford, M5 3LN, United Kingdom", Salford, M5 3LN, United Kingdom,£ 1100,
4449,4449,"Salford, M50 3DL, United Kingdom",, M50 3DL, United Kingdom,£ 2753 ,
4450,4450,"Abito, 4 Clippers Quay, Salford, M50 3AL, United Kingdom", Salford, M50 3AL, United Kingdom,£ 1500,
4451,4451,"St Chad's Road, Manchester, M20 4WH, United Kingdom", Manchester, M20 4WH, United Kingdom,£ 3033,
4452,4452,,,,,,
4453,4453,"17 Mackworth Street, Manchester, M15 5LP, United Kingdom", Manchester, M15 5LP, United Kingdom,£ 2925,
4454,4454,"Ruskin Avenue, Manchester, M14 4DH, United Kingdom", Manchester, M14 4DH, United Kingdom,£ 758,
4455,4455,"Mauldeth Road, Manchester, M20 4NE, United Kingdom", Manchester, M20 4NE, United Kingdom,£ 2708,
4456,4456,"Michigan Point Tower A, 9 Michigan Avenue, Salford, M50 2GY, United Kingdom", Salford, M50 2GY, United Kingdom,£ 1450,
4457,4457,"Block 3 Spectrum, Blackfriars Road, Salford, M3 7AG, United Kingdom", Salford, M3 7AG, United Kingdom,£ 1200,
4458,4458,"Citygate 3, Blantyre Street, Manchester, M15 4JJ, United Kingdom", Manchester, M15 4JJ, United Kingdom,£ 1100,
4459,4459,"84-86 Oldham Street, Manchester, M4 1LF, United Kingdom", Manchester, M4 1LF, United Kingdom,£ 966,
4460,4460,"Eagle House, 11 Blackfriars Road, Salford, M3 7AG, United Kingdom", Salford, M3 7AG, United Kingdom,£ 1031,
4461,4461,"Northenden Players Theatre Club, 20 Church Road, Manchester, M22 4WL, United Kingdom", Manchester, M22 4WL, United Kingdom,£ 1100,
4462,4462,"15 Byrom Street, Manchester, M3 4PF, United Kingdom", Manchester, M3 4PF, United Kingdom,£ 901,
4463,4463,"Manchester, M1 2FJ, United Kingdom",, M1 2FJ, United Kingdom,£ 3752 ,
4464,4464,"130 Moseley Road, Manchester, M14 6ZT, United Kingdom", Manchester, M14 6ZT, United Kingdom,£ 5070,
4465,4465,"46 Ratcliffe Street, Manchester, M19 3QH, United Kingdom", Manchester, M19 3QH, United Kingdom,£ 1195,
4466,4466,"Abito, 85 Greengate, Salford, M3 7ND, United Kingdom", Salford, M3 7ND, United Kingdom,£ 1540,
4467,4467,"1 Harter Street, Manchester, M1 6HY, United Kingdom", Manchester, M1 6HY, United Kingdom,£ 1400,
4468,4468,"22 Blanchard Street, Manchester, M15 5PN, United Kingdom", Manchester, M15 5PN, United Kingdom,£ 1385,
4469,4469,"84 Royce Road, Manchester, M15 5LA, United Kingdom", Manchester, M15 5LA, United Kingdom,£ 2235,
4470,4470,"Skyline Central 1, 50 Goulden Street, Manchester, M4 5EJ, United Kingdom", Manchester, M4 5EJ, United Kingdom,£ 1395,
4471,4471,"84 Royce Road, Manchester, M15 5LA, United Kingdom", Manchester, M15 5LA, United Kingdom,£ 2253,
4472,4472,"Islington Wharf, Lockgate Mews, Manchester, M4 6GF, United Kingdom", Manchester, M4 6GF, United Kingdom,£ 7495,
4473,4473,"Crofton Street, Manchester, M14 4DR, United Kingdom", Manchester, M14 4DR, United Kingdom,£ 596,
4474,4474,"Aland Groceries, Rippingham Road, Manchester, M20 3FX, United Kingdom", Manchester, M20 3FX, United Kingdom,£ 1650,
4475,4475,"Crumpsall Methodist Church, Moorside Road, Manchester, M8 5SB, United Kingdom", Manchester, M8 5SB, United Kingdom,£ 850,
4476,4476,"Oxygen Tower B, Store Street, Manchester, M1 2FX, United Kingdom", Manchester, M1 2FX, United Kingdom,£ 1900,
4477,4477,"Egerton Road/Brook Road, Egerton Road, Manchester, M14 6XH, United Kingdom", Manchester, M14 6XH, United Kingdom,£ 850,
4478,4478,"Fusion, Middlewood Street, Salford, M5 4LN, United Kingdom", Salford, M5 4LN, United Kingdom,£ 1150,
4479,4479,"15 Byrom Street, Manchester, M3 4PF, United Kingdom", Manchester, M3 4PF, United Kingdom,£ 880,
4480,4480,"73 Park Lane, North Wall, Dublin, D01 T1W6, Ireland", Dublin, D01 T1W6, Ireland,€ 3528,
4481,4481,"Spencer Dock, Mayor Street Upper, North Wall, Dublin, D01 T1W6, Ireland", Dublin, D01 T1W6, Ireland,€ 3816,
4482,4482,"50 Beresford Street, Dublin, D07 RR82, Ireland", Dublin, D07 RR82, Ireland,€ 3558,1500
4483,4483,"56 Arran Street East, Inns Quay C ED 1970, Dublin, D07 YK6A, Ireland", Dublin, D07 YK6A, Ireland,€ 2000,1500
4484,4484,"StayCity Dublin Castle, Chancery Lane, Dublin, D08 VRR7, Ireland", Dublin, D08 VRR7, Ireland,€ 4477,
4485,4485,"ESB Electric Vehicle Charge Point, Mark Street, Mansion House A Ward 1986, Dublin, D02 H308, Ireland", Dublin, D02 H308, Ireland,€ 4387,
4486,4486,"1 Chapelizod Road, Chapelizod, Dublin, D20 XK72, Ireland", Dublin, D20 XK72, Ireland,€ 2000,1000
4487,4487,"37A Oriel Street Lower, Sheriff Street, Dublin, D03 P043, Ireland", Dublin, D03 P043, Ireland,€ 1800,1500
4488,4488,"76 Leinster Road, Rathmines West A Ward 1986, Dublin, D06 TP90, Ireland", Dublin, D06 TP90, Ireland,€ 3340,1500
4489,4489,"3 Earlsfort Rd, Ballyowen, Lucan, Co. Dublin, K78 TW60, Ireland", Co. Dublin, K78 TW60, Ireland,€ 500,500
4490,4490,"South Dublin, Whitechurch, South Dublin, IE", Whitechurch, South Dublin, Ireland,€ 900,
4491,4491,"Dublin, Ireland", Ireland,,Ireland,€ 9527 ,
4492,4492,"Smithfield Courthouse, Smithfield, Arran Quay C Ward 1986, Dublin, D07 WR63, Ireland", Dublin, D07 WR63, Ireland,€ 495,
4493,4493,"Dublin, Marino, Dublin, IE", Marino, Dublin, Ireland,€ 1200,
4494,4494,"South Dublin, Perrystown, South Dublin, IE", Perrystown, South Dublin, Ireland,€ 850,
4495,4495,"59 Leeson Street Upper, Dublin, D04 A318, Ireland", Dublin, D04 A318, Ireland,€ 3655,2000
4496,4496,"fomer Tivoli Theatre, 135-138 Francis Street, The Liberties, Dublin, D08 P5N2, Ireland", Dublin, D08 P5N2, Ireland,€ 4387,
4497,4497,"The Jessop, Ringsend Road, Dublin, D04 TR29, Ireland", Dublin, D04 TR29, Ireland,€ 3750,
4498,4498,"Spencer Dock, Mayor Street Upper, North Wall, Dublin, D01 T1W6, Ireland", Dublin, D01 T1W6, Ireland,€ 3225,
4499,4499,"4 Bayview Avenue, North Strand, Dublin, D03 F9P7, Ireland", Dublin, D03 F9P7, Ireland,€ 700,
4500,4500,"Tallaght, Ballycullen, Tallaght, IE", Ballycullen, Tallaght, Ireland,€ 800,
4501,4501,"Dublin, Dublin, IE", Dublin, IE,Ireland,€ 2587,
4502,4502,"South Dublin, Whitehall, South Dublin, IE", Whitehall, South Dublin, Ireland,€ 870,
4503,4503,"1-5 Mayor Street Lower, International Financial Services Centre, Dublin, D01 E4X0, Ireland", Dublin, D01 E4X0, Ireland,€ 3540,
4504,4504,"South Dublin, Whitechurch, South Dublin, IE", Whitechurch, South Dublin, Ireland,€ 1500,
4505,4505,"Lucan, Lucan-Esker DED 1986, Lucan, IE", Lucan-Esker DED 1986, Lucan, Ireland,€ 700,
4506,4506,"Dublin, Dublin, IE", Dublin, IE,Ireland,€ 1218,
4507,4507,"Dublin, Darndale, Dublin, IE", Darndale, Dublin, Ireland,€ 800,
