,Sno,Washer/Dryer,Air_Conditioning,Parking,Fireplace,Dishwasher,Hardwood_floor,Roofdeck,Storage
1363,1363,No,No,No,No,No,No,No,No
1364,1364,No,No,No,No,No,No,No,No
1365,1365,No,No,No,No,No,No,No,No
1366,1366,No,No,No,No,No,No,No,No
1367,1367,No,No,No,No,No,No,No,No
1368,1368,No,No,No,No,No,No,No,No
1369,1369,No,No,No,No,No,No,No,No
1370,1370,No,No,No,No,No,No,No,No
1371,1371,No,No,No,No,No,No,No,No
1372,1372,No,No,No,No,No,No,No,No
1373,1373,No,No,No,No,No,No,No,No
1374,1374,No,No,No,No,No,No,No,No
1375,1375,No,Yes,No,No,Yes,Yes,No,No
1376,1376,No,No,No,No,No,No,No,No
1377,1377,No,No,No,No,No,No,No,No
1378,1378,No,No,No,No,No,No,No,No
1379,1379,No,No,No,No,No,No,No,No
1380,1380,No,No,No,No,No,No,No,No
1381,1381,No,No,No,No,No,No,No,No
1382,1382,No,No,No,No,No,No,No,No
1383,1383,No,Yes,Yes,No,Yes,No,No,No
1384,1384,No,No,No,No,No,No,No,No
1385,1385,No,No,No,No,No,No,No,No
1386,1386,No,No,No,No,No,No,No,No
1387,1387,No,No,No,No,No,No,No,No
1388,1388,No,No,No,No,No,No,No,No
1389,1389,No,No,No,No,No,No,No,No
1390,1390,No,No,No,No,No,No,No,No
1391,1391,No,No,No,No,No,No,No,No
1392,1392,No,No,No,No,No,No,No,No
1393,1393,No,No,No,No,No,No,No,No
1394,1394,No,No,No,No,No,No,No,No
1395,1395,No,No,No,No,No,No,No,No
1396,1396,No,Yes,Yes,No,Yes,No,No,No
1397,1397,No,No,No,No,No,Yes,No,No
1398,1398,No,No,No,No,No,No,No,No
1399,1399,No,No,No,No,No,No,No,No
1400,1400,No,No,No,No,No,No,No,No
1401,1401,No,No,No,No,No,No,No,No
1402,1402,No,No,No,No,No,No,No,No
1403,1403,No,No,No,No,No,No,No,No
1404,1404,No,No,No,No,No,No,No,No
1405,1405,No,No,No,No,Yes,Yes,No,Yes
1406,1406,No,Yes,No,No,No,No,No,No
1407,1407,No,No,No,No,No,No,No,No
1408,1408,No,No,No,No,No,No,No,No
1409,1409,No,No,No,No,No,No,No,No
1410,1410,No,No,No,No,No,No,No,No
1411,1411,No,No,No,No,No,No,No,No
1412,1412,No,No,No,No,No,No,No,No
1413,1413,No,No,No,No,No,No,No,No
1414,1414,No,No,No,No,No,No,No,No
1415,1415,No,No,No,No,No,No,No,No
1416,1416,No,No,No,No,No,No,No,No
1417,1417,No,No,No,No,No,No,No,No
1418,1418,No,No,No,No,Yes,Yes,No,Yes
1419,1419,No,No,Yes,Yes,Yes,No,No,No
1420,1420,No,Yes,Yes,Yes,Yes,No,No,No
1421,1421,No,No,No,No,No,No,No,No
1422,1422,No,Yes,Yes,Yes,Yes,No,No,No
1423,1423,No,No,No,No,No,No,No,No
1424,1424,No,No,No,No,No,No,No,No
1425,1425,No,No,No,No,No,No,No,No
1426,1426,No,No,No,No,No,No,No,No
1427,1427,No,No,No,No,No,No,No,No
1428,1428,No,No,No,No,No,No,No,No
1429,1429,No,Yes,Yes,No,Yes,No,No,Yes
1430,1430,No,Yes,Yes,Yes,Yes,No,No,No
1431,1431,No,No,No,No,No,No,No,No
1432,1432,No,No,No,No,No,No,No,No
1433,1433,No,Yes,Yes,No,Yes,Yes,No,Yes
1434,1434,No,No,No,No,No,No,No,No
1435,1435,No,No,No,No,No,No,No,No
1436,1436,No,Yes,Yes,No,Yes,No,No,No
1437,1437,No,No,No,No,No,No,No,No
1438,1438,No,Yes,Yes,No,Yes,No,No,No
1439,1439,No,No,No,No,No,No,No,No
1440,1440,No,No,No,No,No,No,No,No
1441,1441,No,No,No,No,No,No,No,No
1442,1442,No,Yes,Yes,Yes,Yes,Yes,No,No
1443,1443,No,No,No,No,No,No,No,No
1444,1444,No,No,No,No,No,No,No,No
1445,1445,No,No,No,No,No,No,No,No
1446,1446,No,No,No,No,No,No,No,No
1447,1447,No,No,No,No,No,No,No,No
1448,1448,No,No,No,No,No,No,No,No
1449,1449,No,No,No,No,No,No,No,No
1450,1450,No,No,No,No,No,No,No,No
1451,1451,No,No,No,No,No,No,No,No
1452,1452,No,Yes,Yes,No,Yes,No,No,Yes
1453,1453,No,No,No,No,No,No,No,No
1454,1454,No,No,No,No,No,No,No,No
1455,1455,No,No,No,No,No,No,No,No
1456,1456,No,No,No,No,No,No,No,No
1457,1457,No,No,No,No,No,No,No,No
1458,1458,No,No,No,No,No,No,No,No
1459,1459,No,No,No,No,No,No,No,No
1460,1460,No,No,No,No,No,No,No,No
1461,1461,No,No,No,No,No,No,No,No
1462,1462,No,No,No,No,No,No,No,No
1463,1463,No,No,No,No,No,No,No,No
1464,1464,No,No,No,No,No,No,No,No
1465,1465,No,No,No,No,No,No,No,No
1466,1466,No,No,No,No,No,No,No,No
1467,1467,No,Yes,Yes,Yes,Yes,No,No,No
1468,1468,No,No,No,No,No,No,No,No
1469,1469,No,No,No,No,No,No,No,No
1470,1470,No,No,No,No,No,No,No,No
1471,1471,No,No,No,No,No,No,No,No
1472,1472,No,No,No,No,No,No,No,No
1473,1473,No,Yes,Yes,Yes,Yes,Yes,No,No
1474,1474,No,No,No,No,No,No,No,No
1475,1475,No,No,No,No,No,No,No,No
1476,1476,No,Yes,Yes,Yes,Yes,No,No,No
1477,1477,No,No,No,No,No,No,No,No
1478,1478,No,No,No,No,No,No,No,No
1479,1479,No,Yes,No,No,No,No,No,No
1480,1480,No,No,No,No,No,No,No,No
1481,1481,No,No,No,No,No,No,No,No
1482,1482,No,No,No,No,No,No,No,No
1483,1483,No,No,No,No,No,No,No,No
1484,1484,No,No,No,No,No,No,No,No
1485,1485,No,No,No,No,No,No,No,No
1486,1486,No,No,No,No,No,No,No,No
1487,1487,No,No,No,No,No,No,No,No
1488,1488,No,No,No,No,No,No,No,No
1489,1489,No,No,No,No,No,No,No,No
1490,1490,No,Yes,Yes,No,Yes,No,No,No
1491,1491,No,No,No,No,No,No,No,No
1492,1492,No,Yes,Yes,No,Yes,Yes,No,No
1493,1493,No,No,No,No,No,No,No,No
1494,1494,No,No,No,No,No,No,No,No
1495,1495,No,No,No,No,No,No,No,No
1496,1496,No,No,No,No,No,No,No,No
1497,1497,No,No,No,No,No,No,No,No
1498,1498,No,No,No,No,No,No,No,No
1499,1499,No,No,No,No,No,No,No,No
1500,1500,No,Yes,Yes,Yes,Yes,No,No,No
1501,1501,No,No,No,No,No,No,No,No
1502,1502,No,No,No,No,No,No,No,No
1503,1503,No,No,No,No,No,No,No,No
1504,1504,No,No,No,No,No,No,No,No
1505,1505,No,Yes,Yes,No,Yes,Yes,No,No
1506,1506,No,No,No,No,No,No,No,No
1507,1507,No,No,No,No,No,No,No,No
1508,1508,No,No,No,No,No,No,No,No
1509,1509,No,No,No,No,No,No,No,No
1510,1510,No,Yes,Yes,Yes,Yes,Yes,No,No
1511,1511,No,No,No,No,No,No,No,No
1512,1512,No,No,No,No,No,No,No,No
1513,1513,No,No,No,No,No,No,No,No
1514,1514,No,No,No,No,No,No,No,No
1515,1515,No,No,No,No,No,No,No,No
1516,1516,No,No,No,No,No,No,No,No
1517,1517,No,No,No,No,No,No,No,No
1518,1518,No,No,No,No,No,No,No,No
1519,1519,No,No,No,No,No,No,No,No
1520,1520,No,No,No,No,No,No,No,No
1521,1521,No,No,No,No,No,No,No,No
1522,1522,No,Yes,Yes,No,Yes,Yes,No,No
1523,1523,No,Yes,Yes,No,Yes,No,No,No
1524,1524,No,No,No,No,No,No,No,No
1525,1525,No,No,No,No,No,No,No,No
1526,1526,No,No,No,No,No,No,No,No
1527,1527,No,No,No,No,No,No,No,No
1528,1528,No,Yes,Yes,Yes,Yes,No,No,No
1529,1529,No,No,No,No,No,No,No,No
1530,1530,No,No,No,No,No,No,No,No
1531,1531,No,No,No,No,No,No,No,No
1532,1532,No,Yes,Yes,No,Yes,No,No,No
1533,1533,No,No,No,No,No,No,No,No
1534,1534,No,No,No,No,No,No,No,No
1535,1535,No,No,No,No,No,No,No,No
1536,1536,No,No,No,No,No,No,No,No
1537,1537,No,No,No,No,No,No,No,No
1538,1538,No,Yes,No,No,Yes,Yes,No,No
1539,1539,No,No,No,No,No,No,No,No
1540,1540,No,No,No,No,No,No,No,No
1541,1541,No,No,No,No,No,No,No,No
1542,1542,No,No,No,No,Yes,Yes,No,No
1543,1543,No,No,No,No,No,No,No,No
1544,1544,No,No,Yes,No,Yes,No,No,No
1545,1545,No,No,No,No,No,Yes,No,Yes
1546,1546,No,Yes,Yes,Yes,Yes,No,No,No
1547,1547,No,Yes,Yes,No,Yes,No,No,No
1548,1548,No,No,No,No,No,No,No,No
1549,1549,No,No,No,Yes,No,No,No,No
1550,1550,No,Yes,No,No,No,No,No,No
1551,1551,No,Yes,Yes,No,No,No,No,No
1552,1552,No,No,No,No,Yes,No,No,No
1553,1553,No,No,Yes,Yes,Yes,No,No,No
1554,1554,No,No,No,No,No,No,No,No
1555,1555,Yes,No,Yes,Yes,No,No,No,No
1556,1556,No,Yes,Yes,No,No,No,No,No
1557,1557,No,Yes,No,No,Yes,No,No,No
1558,1558,Yes,No,Yes,No,No,No,No,No
1559,1559,No,Yes,Yes,Yes,No,No,No,No
1560,1560,No,No,No,No,No,No,No,No
1561,1561,No,Yes,Yes,No,No,No,No,No
1562,1562,No,No,Yes,Yes,Yes,No,No,No
1563,1563,No,No,No,No,No,No,No,No
1564,1564,No,No,No,No,No,No,No,No
1565,1565,Yes,No,Yes,No,No,No,No,No
1566,1566,No,No,No,No,No,No,No,No
1567,1567,No,No,No,No,No,No,No,No
1568,1568,No,No,No,No,No,No,No,No
1569,1569,No,No,No,No,No,No,No,No
1570,1570,Yes,No,No,Yes,No,No,No,No
1571,1571,No,No,No,No,No,No,No,No
1572,1572,No,Yes,Yes,No,Yes,No,No,No
1573,1573,No,Yes,Yes,Yes,Yes,No,No,No
1574,1574,No,No,No,No,No,No,No,No
1575,1575,No,Yes,Yes,No,Yes,No,No,No
1576,1576,No,Yes,No,No,No,No,No,No
1577,1577,No,Yes,Yes,Yes,Yes,No,No,No
1578,1578,No,No,No,No,No,No,No,No
1579,1579,No,No,No,No,No,No,No,No
1580,1580,No,No,No,No,No,No,No,No
1581,1581,No,No,Yes,No,Yes,Yes,No,No
1582,1582,No,Yes,No,No,No,No,No,No
1583,1583,No,Yes,Yes,No,Yes,No,No,No
1584,1584,No,No,No,No,No,No,No,No
1585,1585,No,No,No,No,No,No,No,No
1586,1586,No,Yes,Yes,Yes,No,No,No,No
1587,1587,No,No,No,No,No,No,No,No
1588,1588,No,Yes,Yes,No,No,No,No,No
1589,1589,No,No,No,No,Yes,Yes,No,No
1590,1590,No,No,No,No,No,No,No,No
1591,1591,No,No,Yes,No,No,No,No,No
1592,1592,No,Yes,No,No,No,No,No,No
1593,1593,No,No,Yes,Yes,Yes,No,No,No
1594,1594,No,Yes,Yes,No,Yes,No,No,No
1595,1595,No,Yes,Yes,No,Yes,No,No,No
1596,1596,No,No,No,No,No,No,No,No
1597,1597,No,Yes,Yes,Yes,Yes,No,No,No
1598,1598,No,No,Yes,No,No,No,No,No
1599,1599,No,No,No,No,No,No,No,No
1600,1600,No,Yes,Yes,Yes,No,No,No,No
1601,1601,No,No,No,No,No,No,No,No
1602,1602,No,Yes,Yes,Yes,No,No,No,No
1603,1603,No,No,No,No,No,No,No,No
1604,1604,No,Yes,Yes,No,Yes,No,No,No
1605,1605,No,No,No,No,No,No,No,No
1606,1606,No,No,No,No,No,No,No,No
1607,1607,No,No,No,No,No,No,No,No
1608,1608,Yes,No,Yes,Yes,No,No,No,No
1609,1609,No,Yes,Yes,No,No,No,No,No
1610,1610,No,Yes,Yes,No,No,No,No,No
1611,1611,No,No,Yes,No,Yes,No,No,No
1612,1612,No,No,No,No,No,No,No,No
1613,1613,No,No,No,No,Yes,Yes,No,Yes
1614,1614,No,No,No,No,No,No,No,No
1615,1615,No,Yes,Yes,No,No,No,No,No
1616,1616,No,No,No,No,No,No,No,No
1617,1617,No,No,No,No,No,No,No,No
1618,1618,No,No,No,No,No,No,No,No
1619,1619,No,No,No,No,No,Yes,No,No
1620,1620,No,Yes,Yes,No,Yes,No,No,No
1621,1621,No,No,Yes,Yes,No,Yes,No,Yes
1622,1622,No,No,Yes,No,Yes,No,No,No
1623,1623,No,Yes,Yes,No,Yes,No,No,No
1624,1624,No,Yes,No,No,No,No,No,No
1625,1625,No,Yes,Yes,No,No,Yes,No,Yes
1626,1626,No,No,Yes,Yes,Yes,No,No,No
1627,1627,No,Yes,Yes,No,No,No,No,No
1628,1628,No,Yes,Yes,Yes,No,No,No,No
1629,1629,No,Yes,Yes,No,Yes,No,No,No
1630,1630,No,No,Yes,Yes,Yes,No,No,No
1631,1631,No,Yes,Yes,No,Yes,No,No,No
1632,1632,No,Yes,Yes,Yes,No,No,No,No
1633,1633,No,No,No,No,No,No,No,No
1634,1634,No,Yes,Yes,No,No,No,No,No
1635,1635,No,No,No,No,No,No,No,No
1636,1636,No,No,Yes,No,Yes,No,No,No
1637,1637,No,No,No,No,No,No,No,No
1638,1638,No,Yes,No,No,No,No,No,No
1639,1639,No,No,No,No,No,No,No,No
1640,1640,No,No,No,No,No,No,No,No
1641,1641,No,Yes,Yes,No,No,No,No,No
1642,1642,No,No,Yes,Yes,Yes,No,No,No
1643,1643,No,No,No,No,No,No,No,No
1644,1644,No,No,No,No,No,No,No,No
1645,1645,No,No,No,No,No,No,No,No
1646,1646,No,No,No,No,No,No,No,No
1647,1647,No,No,No,No,No,No,No,No
1648,1648,No,No,No,No,No,No,No,No
1649,1649,No,No,No,No,No,No,No,No
1650,1650,No,Yes,Yes,No,Yes,No,No,No
1651,1651,No,No,No,No,No,No,No,No
1652,1652,No,Yes,Yes,Yes,Yes,No,No,No
1653,1653,No,Yes,Yes,No,No,No,No,No
1654,1654,No,Yes,Yes,No,No,No,No,No
1655,1655,No,Yes,Yes,No,No,No,No,No
1656,1656,No,Yes,No,No,No,No,No,No
1657,1657,No,No,Yes,Yes,Yes,No,No,No
1658,1658,No,No,Yes,No,No,No,No,No
1659,1659,No,Yes,Yes,No,Yes,No,No,No
1660,1660,Yes,No,No,Yes,No,No,No,No
1661,1661,No,Yes,Yes,No,Yes,No,No,No
1662,1662,No,Yes,Yes,Yes,No,No,No,No
1663,1663,No,No,No,No,No,No,No,No
1664,1664,No,No,No,No,No,No,No,No
1665,1665,No,No,No,No,No,No,No,No
1666,1666,No,No,No,No,No,No,No,No
1667,1667,No,No,No,No,No,No,No,No
1668,1668,No,No,No,No,No,No,No,No
1669,1669,No,Yes,Yes,Yes,Yes,No,No,No
1670,1670,No,Yes,No,No,No,No,No,No
1671,1671,No,No,No,No,No,No,No,No
1672,1672,No,No,No,No,No,No,No,No
1673,1673,No,No,No,No,No,No,No,No
1674,1674,No,Yes,Yes,No,No,No,No,No
1675,1675,No,Yes,No,Yes,Yes,No,No,No
1676,1676,No,No,Yes,Yes,Yes,No,No,No
1677,1677,No,Yes,Yes,No,Yes,No,No,No
1678,1678,No,Yes,Yes,No,No,No,No,No
1679,1679,No,No,No,No,No,No,No,No
1680,1680,No,No,No,No,No,No,No,No
1681,1681,No,Yes,Yes,No,Yes,No,No,No
1682,1682,No,Yes,Yes,No,Yes,No,No,No
1683,1683,No,Yes,No,No,No,No,No,No
1684,1684,No,No,No,No,No,No,No,No
1685,1685,No,Yes,Yes,No,Yes,No,No,No
1686,1686,No,Yes,Yes,Yes,Yes,No,No,No
1687,1687,No,Yes,Yes,No,Yes,No,No,No
1688,1688,No,No,No,No,No,No,No,No
1689,1689,No,No,No,No,No,No,No,No
1690,1690,No,No,No,No,No,No,No,No
1691,1691,No,Yes,Yes,Yes,Yes,No,No,No
1692,1692,No,Yes,Yes,No,Yes,No,No,No
1693,1693,No,Yes,Yes,Yes,Yes,No,No,No
1694,1694,No,No,No,No,No,No,No,No
1695,1695,No,Yes,Yes,Yes,Yes,No,No,No
1696,1696,No,Yes,Yes,No,Yes,No,No,No
1697,1697,No,No,No,No,No,No,No,No
1698,1698,No,No,No,No,No,No,No,No
1699,1699,No,No,No,No,No,No,No,No
1700,1700,No,Yes,Yes,Yes,Yes,No,No,No
1701,1701,No,No,No,No,No,No,No,No
1702,1702,No,Yes,Yes,Yes,Yes,No,No,No
1703,1703,No,No,No,No,No,No,No,No
1704,1704,No,Yes,No,No,No,No,No,No
1705,1705,No,No,No,No,No,No,No,No
1706,1706,No,Yes,Yes,No,Yes,No,No,No
1707,1707,No,No,Yes,Yes,Yes,No,No,No
1708,1708,No,No,No,No,No,No,No,No
1709,1709,No,No,No,No,No,No,No,Yes
1710,1710,No,No,No,No,No,No,No,No
1711,1711,No,Yes,Yes,Yes,Yes,No,No,No
1712,1712,No,Yes,No,No,No,No,No,No
1713,1713,No,Yes,No,No,Yes,No,No,No
1714,1714,No,No,No,No,No,No,No,No
1715,1715,No,Yes,Yes,No,No,No,No,No
1716,1716,No,Yes,Yes,Yes,Yes,No,No,No
1717,1717,No,Yes,Yes,No,Yes,No,No,No
1718,1718,No,Yes,Yes,No,Yes,No,No,No
1719,1719,No,Yes,Yes,No,Yes,No,No,No
1720,1720,No,No,No,No,No,No,No,No
1721,1721,No,Yes,Yes,Yes,Yes,No,No,No
1722,1722,No,Yes,No,No,Yes,No,No,No
1723,1723,No,No,No,No,No,No,No,No
1724,1724,No,Yes,Yes,No,Yes,No,No,No
1725,1725,No,Yes,Yes,No,Yes,No,No,No
1726,1726,No,No,No,No,No,No,No,No
1727,1727,No,Yes,Yes,Yes,Yes,No,No,No
1728,1728,No,Yes,No,No,No,No,No,No
1729,1729,No,Yes,Yes,No,Yes,No,No,No
1730,1730,No,No,No,No,No,No,No,No
1731,1731,No,Yes,Yes,No,Yes,No,No,No
1732,1732,No,Yes,Yes,Yes,Yes,No,No,No
1733,1733,No,No,No,No,No,No,No,No
1734,1734,No,No,No,No,No,No,No,No
1735,1735,No,Yes,Yes,No,Yes,No,No,No
1736,1736,No,Yes,Yes,No,Yes,No,No,No
1737,1737,No,No,No,No,No,No,No,No
1738,1738,No,No,No,No,No,No,No,No
1739,1739,No,No,No,No,No,No,No,No
1740,1740,No,No,No,No,No,No,No,No
1741,1741,No,No,No,No,No,No,No,No
1742,1742,No,No,No,No,No,No,No,No
1743,1743,No,No,No,No,Yes,Yes,No,No
1744,1744,No,Yes,Yes,No,Yes,No,No,No
1745,1745,No,No,No,No,No,No,No,No
1746,1746,No,No,No,No,No,No,No,No
1747,1747,No,No,No,No,No,No,No,No
1748,1748,No,Yes,Yes,No,Yes,No,No,No
1749,1749,No,Yes,Yes,Yes,Yes,No,No,No
1750,1750,No,No,Yes,Yes,Yes,No,No,No
1751,1751,No,No,No,No,No,No,No,No
1752,1752,No,No,No,No,No,No,No,No
1753,1753,No,No,No,No,No,No,No,No
1754,1754,No,Yes,Yes,No,Yes,No,No,No
1755,1755,No,No,No,No,No,No,No,No
1756,1756,No,No,No,No,No,No,No,No
1757,1757,No,Yes,Yes,No,Yes,No,No,No
1758,1758,No,Yes,Yes,No,No,No,No,No
1759,1759,No,Yes,No,No,Yes,No,No,No
1760,1760,No,No,No,No,No,No,No,No
1761,1761,No,No,No,No,No,No,No,No
1762,1762,No,Yes,Yes,No,Yes,No,No,No
1763,1763,No,Yes,Yes,No,Yes,No,No,No
1764,1764,No,No,No,No,No,No,No,No
1765,1765,No,No,No,No,No,No,No,No
1766,1766,No,Yes,No,No,No,No,No,No
1767,1767,No,Yes,Yes,No,Yes,No,No,No
1768,1768,No,No,No,No,No,No,No,No
1769,1769,No,Yes,Yes,Yes,Yes,No,No,No
1770,1770,No,Yes,Yes,No,Yes,No,No,No
1771,1771,No,No,No,No,No,No,No,No
1772,1772,No,No,Yes,Yes,Yes,No,No,No
1773,1773,No,Yes,No,Yes,Yes,No,No,No
1774,1774,No,Yes,Yes,No,Yes,No,No,No
1775,1775,No,Yes,Yes,Yes,Yes,No,No,No
1776,1776,No,Yes,Yes,Yes,Yes,No,No,No
1777,1777,No,No,No,No,No,No,No,No
1778,1778,No,Yes,Yes,No,Yes,No,No,No
1779,1779,No,No,No,No,No,No,No,No
1780,1780,No,No,No,No,No,No,No,No
1781,1781,No,No,Yes,Yes,Yes,No,No,No
1782,1782,No,Yes,Yes,No,Yes,No,No,No
1783,1783,No,No,No,No,No,No,No,No
1784,1784,No,No,No,No,No,No,No,No
1785,1785,No,Yes,Yes,No,Yes,No,No,No
1786,1786,No,Yes,Yes,Yes,Yes,No,No,No
1787,1787,No,No,No,No,No,No,No,No
1788,1788,No,No,No,No,No,No,No,No
1789,1789,No,No,No,No,No,No,No,No
1790,1790,No,Yes,Yes,No,Yes,No,No,No
1791,1791,No,No,No,No,No,No,No,No
1792,1792,No,No,No,No,No,No,No,No
1793,1793,No,Yes,Yes,No,Yes,No,No,No
1794,1794,No,Yes,No,No,No,No,No,No
1795,1795,No,No,Yes,Yes,Yes,No,No,No
1796,1796,No,No,No,No,No,No,No,No
1797,1797,No,Yes,No,No,Yes,No,No,No
1798,1798,No,No,No,No,No,No,No,No
1799,1799,No,No,No,No,No,No,No,No
1800,1800,No,Yes,Yes,No,Yes,No,No,No
1801,1801,No,Yes,Yes,No,Yes,No,No,No
1802,1802,No,No,No,No,No,No,No,No
1803,1803,No,No,No,No,No,No,No,No
1804,1804,No,Yes,Yes,Yes,Yes,No,No,No
1805,1805,No,No,No,No,No,No,No,No
1806,1806,No,No,No,No,No,No,No,No
1807,1807,No,Yes,Yes,No,Yes,No,No,No
1808,1808,No,Yes,Yes,No,No,No,No,No
1809,1809,No,Yes,Yes,No,Yes,No,No,No
1810,1810,No,Yes,Yes,Yes,Yes,No,No,No
1811,1811,No,Yes,Yes,No,Yes,No,No,No
1812,1812,No,No,No,No,No,No,No,No
1813,1813,No,Yes,No,No,No,No,No,No
1814,1814,No,No,No,No,No,No,No,No
1815,1815,No,No,No,No,No,No,No,No
1816,1816,No,No,No,No,Yes,No,No,Yes
1817,1817,No,No,No,No,No,No,No,No
1818,1818,No,Yes,Yes,Yes,Yes,No,No,No
1819,1819,No,No,No,No,No,No,No,No
1820,1820,No,No,No,No,No,No,No,No
1821,1821,No,No,No,No,No,No,No,No
1822,1822,No,Yes,Yes,No,Yes,No,No,No
1823,1823,No,No,No,No,No,No,No,No
1824,1824,No,Yes,Yes,No,No,No,No,No
1825,1825,No,Yes,Yes,No,Yes,No,No,No
1826,1826,No,No,No,No,Yes,Yes,No,Yes
1827,1827,No,No,No,No,No,No,No,No
1828,1828,Yes,Yes,Yes,No,Yes,No,No,No
1829,1829,No,No,No,No,No,No,No,No
1830,1830,No,Yes,Yes,No,Yes,No,No,No
1831,1831,No,No,No,No,No,No,No,No
1832,1832,No,Yes,Yes,No,No,No,No,No
1833,1833,No,No,No,No,No,No,No,No
1834,1834,No,No,No,No,No,No,No,No
1835,1835,No,Yes,Yes,No,Yes,No,No,No
1836,1836,No,No,Yes,No,No,No,No,No
1837,1837,No,Yes,Yes,No,Yes,No,No,No
1838,1838,No,No,No,No,No,No,No,No
1839,1839,No,Yes,Yes,No,Yes,No,No,No
1840,1840,No,Yes,Yes,No,Yes,No,No,No
1841,1841,No,Yes,Yes,No,Yes,No,No,No
1842,1842,No,No,No,No,No,No,No,No
1843,1843,No,No,No,No,No,No,No,No
1844,1844,No,Yes,Yes,No,No,No,No,No
1845,1845,No,Yes,Yes,No,Yes,No,No,No
1846,1846,No,Yes,Yes,No,Yes,No,No,No
1847,1847,No,Yes,Yes,No,Yes,No,No,No
1848,1848,No,Yes,No,No,Yes,Yes,No,No
1849,1849,No,Yes,No,No,Yes,No,No,No
1850,1850,No,Yes,No,No,Yes,No,No,No
1851,1851,No,Yes,Yes,No,No,No,No,No
1852,1852,No,Yes,Yes,No,No,No,No,No
1853,1853,No,Yes,Yes,No,No,No,No,No
1854,1854,No,Yes,Yes,No,Yes,No,No,No
1855,1855,No,Yes,Yes,No,Yes,No,No,No
1856,1856,No,Yes,Yes,No,Yes,No,No,No
1857,1857,No,Yes,Yes,No,Yes,No,No,No
1858,1858,No,Yes,Yes,No,Yes,No,No,No
1859,1859,No,Yes,No,No,Yes,No,No,No
1860,1860,No,Yes,Yes,No,Yes,No,No,No
1861,1861,No,No,No,No,No,No,No,No
1862,1862,No,Yes,Yes,No,No,No,No,No
1863,1863,No,No,No,No,No,No,No,No
1864,1864,No,No,No,No,No,No,No,No
1865,1865,No,Yes,Yes,No,Yes,No,No,No
1866,1866,No,Yes,No,No,No,No,No,No
1867,1867,No,Yes,Yes,No,Yes,No,No,No
1868,1868,No,Yes,Yes,No,Yes,No,No,No
1869,1869,No,Yes,Yes,Yes,Yes,No,No,No
1870,1870,No,No,Yes,No,No,No,No,No
1871,1871,No,Yes,Yes,No,Yes,No,No,No
1872,1872,No,No,No,No,No,No,No,No
1873,1873,No,No,No,No,No,No,No,No
1874,1874,No,No,Yes,No,Yes,No,No,No
1875,1875,No,Yes,Yes,No,No,Yes,No,No
1876,1876,No,No,Yes,No,No,No,No,No
1877,1877,No,Yes,Yes,No,Yes,No,No,No
1878,1878,No,No,No,No,No,No,No,No
1879,1879,No,No,Yes,No,No,No,No,No
1880,1880,No,Yes,Yes,No,Yes,No,No,No
1881,1881,No,Yes,Yes,No,No,No,No,No
1882,1882,No,Yes,No,No,Yes,No,No,No
1883,1883,No,Yes,Yes,No,No,No,No,No
1884,1884,No,No,No,No,No,No,No,No
1885,1885,No,Yes,No,No,Yes,No,No,No
1886,1886,No,Yes,Yes,No,No,No,No,No
1887,1887,No,No,No,No,No,No,No,No
1888,1888,No,No,No,No,No,No,No,No
1889,1889,No,Yes,No,No,No,No,No,No
1890,1890,No,Yes,Yes,No,Yes,No,No,No
1891,1891,No,No,No,No,No,No,No,No
1892,1892,No,No,No,No,No,No,No,No
1893,1893,No,Yes,Yes,No,Yes,No,No,No
1894,1894,No,Yes,No,No,No,No,No,No
1895,1895,No,Yes,Yes,No,Yes,No,No,No
1896,1896,No,Yes,Yes,No,Yes,Yes,No,No
1897,1897,No,Yes,Yes,No,Yes,Yes,No,No
1898,1898,No,Yes,Yes,No,Yes,No,No,No
1899,1899,No,Yes,Yes,No,Yes,No,No,No
1900,1900,No,Yes,Yes,No,No,No,No,No
1901,1901,No,Yes,Yes,No,Yes,No,No,No
1902,1902,No,Yes,No,No,No,No,No,No
1903,1903,No,No,Yes,No,No,No,No,No
1904,1904,No,Yes,Yes,No,Yes,No,No,No
1905,1905,No,No,Yes,No,No,No,No,No
1906,1906,No,Yes,Yes,No,Yes,No,No,No
1907,1907,No,No,No,No,No,No,No,No
1908,1908,No,Yes,Yes,No,Yes,No,No,No
1909,1909,No,Yes,Yes,No,No,No,No,No
1910,1910,No,Yes,Yes,No,Yes,No,No,No
1911,1911,No,Yes,Yes,No,No,No,No,No
1912,1912,No,Yes,Yes,No,Yes,No,No,No
1913,1913,No,No,No,No,No,No,No,No
1914,1914,No,Yes,Yes,No,Yes,No,No,No
1915,1915,No,Yes,Yes,No,No,No,No,No
1916,1916,No,Yes,Yes,No,Yes,No,No,No
1917,1917,No,No,No,No,No,No,No,No
1918,1918,No,Yes,No,No,No,No,No,No
1919,1919,No,Yes,Yes,No,Yes,No,No,No
1920,1920,No,No,No,No,No,No,No,No
1921,1921,No,Yes,No,No,No,No,No,No
1922,1922,No,Yes,Yes,No,Yes,No,No,No
1923,1923,No,Yes,Yes,Yes,Yes,No,No,No
1924,1924,No,No,No,No,No,No,No,No
1925,1925,No,No,Yes,No,No,No,No,No
1926,1926,No,No,No,No,No,No,No,No
1927,1927,No,Yes,Yes,No,No,No,No,No
1928,1928,No,Yes,Yes,No,Yes,No,No,No
