,Sno,Washer/Dryer,Air_Conditioning,Parking,Fireplace,Dishwasher,Hardwood_floor,Roofdeck,Storage
2949,2949,No,Yes,Yes,No,Yes,No,No,No
2950,2950,No,No,Yes,No,No,No,No,No
2951,2951,No,Yes,No,No,Yes,No,No,No
2952,2952,No,No,Yes,No,No,No,No,No
2953,2953,No,Yes,Yes,No,No,No,No,No
2954,2954,No,Yes,Yes,No,No,No,No,No
2955,2955,No,Yes,Yes,No,No,No,No,No
2956,2956,No,Yes,Yes,No,No,No,No,No
2957,2957,No,No,Yes,No,No,No,No,No
2958,2958,No,Yes,Yes,No,No,No,No,No
2959,2959,No,No,Yes,No,No,No,No,No
2960,2960,No,No,No,No,No,No,No,No
2961,2961,No,Yes,No,No,No,No,No,No
2962,2962,No,No,Yes,No,No,No,No,No
2963,2963,No,Yes,Yes,No,No,No,No,No
2964,2964,No,Yes,Yes,No,No,No,No,No
2965,2965,No,Yes,No,No,No,No,No,No
2966,2966,No,No,Yes,No,No,No,No,No
2967,2967,No,No,No,No,No,No,No,No
2968,2968,No,No,No,No,No,No,No,No
2969,2969,No,No,Yes,Yes,No,No,No,No
2970,2970,No,No,Yes,No,No,No,No,No
2971,2971,No,No,Yes,Yes,Yes,No,No,No
2972,2972,No,Yes,No,No,No,No,No,No
2973,2973,No,No,No,No,No,No,No,No
2974,2974,No,Yes,Yes,No,No,No,No,No
2975,2975,No,No,No,No,No,No,No,No
2976,2976,No,No,Yes,No,No,No,No,No
2977,2977,No,Yes,Yes,No,No,No,No,No
2978,2978,No,Yes,Yes,No,No,No,No,No
2979,2979,No,Yes,Yes,No,No,No,No,No
2980,2980,No,No,No,No,No,No,No,No
2981,2981,No,No,No,No,No,No,No,No
2982,2982,No,No,No,No,No,No,No,No
2983,2983,No,Yes,Yes,No,Yes,No,No,No
2984,2984,No,No,Yes,No,No,No,No,No
2985,2985,No,No,No,No,No,No,No,No
2986,2986,No,No,No,No,No,No,No,No
2987,2987,No,Yes,Yes,No,No,No,No,No
2988,2988,No,Yes,Yes,No,Yes,No,No,No
2989,2989,No,No,No,No,No,No,No,No
2990,2990,No,No,No,No,No,No,No,No
2991,2991,No,No,No,No,No,No,No,No
2992,2992,No,No,Yes,No,No,No,No,No
2993,2993,No,No,Yes,Yes,No,No,No,No
2994,2994,No,Yes,Yes,No,No,No,No,No
2995,2995,No,No,Yes,No,No,No,No,No
2996,2996,No,No,Yes,No,No,No,No,No
2997,2997,No,Yes,Yes,No,No,No,No,No
2998,2998,No,No,No,No,No,No,No,No
2999,2999,No,No,Yes,Yes,Yes,No,No,No
3000,3000,No,No,Yes,No,No,No,No,No
3001,3001,No,No,Yes,No,No,No,No,No
3002,3002,No,Yes,Yes,No,No,No,No,No
3003,3003,No,No,No,No,No,No,No,No
3004,3004,No,No,No,No,No,No,No,No
3005,3005,No,No,Yes,No,No,No,No,No
3006,3006,No,No,No,No,No,No,No,No
3007,3007,No,No,Yes,No,No,No,No,No
3008,3008,No,No,No,No,No,No,No,No
3009,3009,No,No,Yes,No,No,No,No,No
3010,3010,No,No,Yes,No,No,No,No,No
3011,3011,No,No,No,No,No,No,No,No
3012,3012,No,No,Yes,No,No,No,No,No
3013,3013,No,No,No,No,No,No,No,No
3014,3014,No,No,Yes,No,No,No,No,No
3015,3015,No,No,No,No,No,No,No,No
3016,3016,No,No,No,No,No,No,No,No
3017,3017,No,No,No,No,No,No,No,No
3018,3018,No,No,No,No,No,No,No,No
3019,3019,No,No,No,No,No,No,No,No
3020,3020,No,No,No,No,No,No,No,No
3021,3021,No,No,No,No,No,No,No,No
3022,3022,No,No,No,No,No,No,No,No
3023,3023,No,No,No,No,No,No,No,No
3024,3024,No,No,No,No,No,No,No,No
3025,3025,No,No,No,No,No,No,No,No
3026,3026,No,No,No,No,No,No,No,No
3027,3027,No,No,No,No,No,No,No,No
3028,3028,No,No,No,No,No,No,No,No
3029,3029,No,No,No,No,No,No,No,No
3030,3030,No,No,No,No,No,No,No,No
3031,3031,No,No,No,No,No,No,No,No
3032,3032,No,No,No,No,No,No,No,No
3033,3033,No,No,No,No,No,No,No,No
3034,3034,No,No,No,No,No,No,No,No
3035,3035,No,No,Yes,No,No,No,No,No
3036,3036,No,No,No,No,No,No,No,No
3037,3037,No,No,No,No,No,No,No,No
3038,3038,No,No,No,No,No,No,No,No
3039,3039,No,No,No,No,No,No,No,No
3040,3040,No,No,No,No,No,No,No,No
3041,3041,No,No,Yes,No,No,No,No,No
3042,3042,No,No,Yes,No,No,No,No,No
3043,3043,No,No,No,No,No,No,No,No
3044,3044,No,No,No,No,No,No,No,No
3045,3045,No,No,No,No,No,No,No,No
3046,3046,No,No,No,No,No,No,No,No
3047,3047,No,No,No,No,No,No,No,No
3048,3048,No,No,Yes,No,No,No,No,No
3049,3049,No,No,Yes,No,No,No,No,No
3050,3050,No,No,No,No,No,No,No,No
3051,3051,No,No,No,No,No,No,No,No
3052,3052,No,No,No,No,No,No,No,No
3053,3053,No,No,No,No,No,No,No,No
3054,3054,No,No,Yes,No,No,No,No,No
3055,3055,No,No,No,No,No,No,No,No
3056,3056,No,No,Yes,No,No,No,No,No
3057,3057,No,No,No,No,No,No,No,No
3058,3058,No,No,Yes,No,No,No,No,No
3059,3059,No,No,No,No,No,No,No,No
3060,3060,No,No,Yes,No,No,No,No,No
3061,3061,No,No,No,No,No,No,No,No
3062,3062,No,No,No,No,No,No,No,No
3063,3063,No,No,No,No,No,No,No,No
3064,3064,No,Yes,Yes,No,Yes,No,No,No
3065,3065,No,No,No,No,No,No,No,No
3066,3066,No,No,No,No,No,No,No,No
3067,3067,No,No,No,No,No,No,No,No
3068,3068,No,No,No,No,No,No,No,No
3069,3069,No,No,Yes,No,No,No,No,No
3070,3070,No,No,No,No,No,No,No,No
3071,3071,No,No,No,No,No,No,No,No
3072,3072,No,No,No,No,No,No,No,No
3073,3073,No,No,No,No,No,No,No,No
3074,3074,No,No,No,No,No,No,No,No
3075,3075,No,No,No,No,No,No,No,No
3076,3076,No,Yes,Yes,No,No,No,No,No
3077,3077,No,No,No,No,No,No,No,No
3078,3078,No,No,No,No,No,No,No,No
3079,3079,No,No,Yes,No,No,No,No,No
3080,3080,No,No,No,No,No,No,No,No
3081,3081,No,No,Yes,No,No,No,No,No
3082,3082,No,Yes,Yes,No,Yes,No,No,No
3083,3083,No,No,Yes,Yes,Yes,No,No,No
3084,3084,No,Yes,No,No,No,No,No,No
3085,3085,No,No,Yes,No,No,No,No,No
3086,3086,No,No,Yes,Yes,No,No,No,No
3087,3087,No,Yes,No,No,No,No,No,No
3088,3088,No,No,Yes,No,Yes,No,No,No
3089,3089,No,Yes,No,No,No,No,No,No
3090,3090,No,No,Yes,No,Yes,No,No,Yes
3091,3091,No,Yes,No,No,No,No,No,No
3092,3092,No,Yes,Yes,No,Yes,No,No,No
3093,3093,No,Yes,Yes,No,Yes,No,No,No
3094,3094,No,Yes,Yes,No,No,No,No,No
3095,3095,No,Yes,No,No,No,No,No,No
3096,3096,No,No,Yes,Yes,Yes,Yes,No,No
3097,3097,No,No,No,No,No,No,No,No
3098,3098,No,No,Yes,No,Yes,No,No,Yes
3099,3099,No,No,No,No,No,No,No,No
3100,3100,Yes,No,Yes,No,No,No,No,No
3101,3101,No,Yes,Yes,No,No,No,No,No
3102,3102,No,No,Yes,No,Yes,No,No,Yes
3103,3103,No,Yes,Yes,No,No,No,No,No
3104,3104,No,Yes,Yes,Yes,No,No,No,No
3105,3105,No,No,Yes,No,Yes,No,No,No
3106,3106,No,Yes,Yes,No,Yes,No,No,No
3107,3107,No,No,Yes,Yes,Yes,No,No,No
3108,3108,Yes,No,Yes,No,No,No,No,No
3109,3109,No,Yes,Yes,No,No,No,No,No
3110,3110,Yes,No,Yes,No,No,No,No,No
3111,3111,No,Yes,No,No,No,No,No,No
3112,3112,No,Yes,No,No,No,No,No,No
3113,3113,No,No,No,No,Yes,No,No,No
3114,3114,No,No,Yes,No,Yes,No,No,No
3115,3115,No,Yes,Yes,Yes,Yes,No,No,No
3116,3116,No,Yes,No,No,No,No,No,No
3117,3117,No,No,Yes,No,Yes,No,No,No
3118,3118,No,Yes,Yes,No,Yes,No,No,No
3119,3119,No,No,Yes,Yes,Yes,No,No,No
3120,3120,No,Yes,Yes,No,Yes,No,No,No
3121,3121,No,Yes,Yes,No,Yes,No,No,No
3122,3122,No,No,Yes,No,Yes,No,No,No
3123,3123,No,No,Yes,No,Yes,No,No,No
3124,3124,No,Yes,Yes,No,No,No,No,No
3125,3125,No,Yes,No,No,No,No,No,No
3126,3126,No,No,Yes,No,No,No,No,No
3127,3127,No,No,No,No,No,No,No,No
3128,3128,No,Yes,Yes,Yes,Yes,No,No,No
3129,3129,No,Yes,Yes,No,No,No,No,No
3130,3130,No,Yes,Yes,No,No,No,No,No
3131,3131,Yes,No,Yes,No,No,No,No,No
3132,3132,Yes,No,Yes,Yes,No,No,No,No
3133,3133,No,No,No,No,No,No,No,No
3134,3134,No,Yes,Yes,No,No,No,No,No
3135,3135,No,Yes,Yes,No,Yes,No,No,No
3136,3136,No,Yes,No,No,No,No,No,No
3137,3137,No,No,No,No,No,No,No,No
3138,3138,No,No,Yes,No,No,No,No,No
3139,3139,No,Yes,No,No,No,No,No,No
3140,3140,No,Yes,No,No,Yes,No,No,No
3141,3141,No,No,Yes,No,Yes,Yes,No,Yes
3142,3142,No,Yes,Yes,Yes,Yes,No,No,No
3143,3143,No,Yes,Yes,No,No,No,No,No
3144,3144,No,No,Yes,No,No,Yes,No,No
3145,3145,No,Yes,Yes,Yes,Yes,No,No,No
3146,3146,No,No,No,No,Yes,No,No,Yes
3147,3147,No,No,Yes,No,Yes,No,No,No
3148,3148,No,No,No,No,No,No,No,No
3149,3149,No,Yes,Yes,Yes,Yes,No,No,No
3150,3150,No,No,No,No,No,No,No,No
3151,3151,No,Yes,Yes,No,Yes,No,No,No
3152,3152,No,Yes,Yes,No,No,No,No,No
3153,3153,No,No,Yes,No,No,No,No,No
3154,3154,No,No,No,No,No,No,No,No
3155,3155,No,No,Yes,No,Yes,No,No,No
3156,3156,No,Yes,Yes,Yes,Yes,No,No,No
3157,3157,Yes,No,No,Yes,No,No,No,No
3158,3158,No,Yes,Yes,No,Yes,No,No,No
3159,3159,No,No,No,No,No,No,No,No
3160,3160,No,Yes,Yes,No,Yes,No,No,No
3161,3161,Yes,No,Yes,No,No,No,No,No
3162,3162,No,Yes,Yes,No,Yes,No,No,No
3163,3163,No,Yes,No,No,No,No,No,No
3164,3164,No,No,No,No,No,No,No,No
3165,3165,No,No,No,No,No,No,No,No
3166,3166,No,No,Yes,No,No,No,No,No
3167,3167,No,Yes,No,No,No,No,No,No
3168,3168,No,No,No,No,No,No,No,No
3169,3169,Yes,No,Yes,No,No,No,No,No
3170,3170,No,Yes,Yes,No,Yes,No,No,No
3171,3171,No,No,Yes,Yes,Yes,No,No,Yes
3172,3172,No,No,Yes,No,No,No,No,No
3173,3173,No,Yes,Yes,Yes,Yes,No,No,No
3174,3174,No,Yes,Yes,Yes,Yes,No,No,No
3175,3175,No,No,Yes,No,Yes,No,No,No
3176,3176,No,No,Yes,No,Yes,No,No,Yes
3177,3177,No,No,No,No,Yes,No,No,Yes
3178,3178,No,Yes,Yes,No,Yes,No,No,No
3179,3179,No,Yes,Yes,No,Yes,No,No,No
3180,3180,Yes,No,Yes,Yes,No,No,No,No
3181,3181,No,Yes,Yes,No,No,No,No,No
3182,3182,No,Yes,No,No,No,No,No,No
3183,3183,No,Yes,Yes,Yes,Yes,No,No,No
3184,3184,No,No,Yes,No,Yes,No,No,Yes
3185,3185,No,No,Yes,No,No,No,No,No
3186,3186,No,Yes,No,No,No,No,No,No
3187,3187,No,Yes,No,No,No,No,No,No
3188,3188,No,Yes,Yes,Yes,Yes,No,No,No
3189,3189,No,No,Yes,No,No,No,No,No
3190,3190,No,Yes,Yes,Yes,No,No,No,No
3191,3191,No,No,No,No,No,No,No,No
3192,3192,No,No,No,No,No,No,No,No
3193,3193,No,No,No,No,No,No,No,No
3194,3194,No,No,No,No,No,No,No,No
3195,3195,No,No,No,No,No,No,No,No
3196,3196,No,No,No,No,No,No,No,No
3197,3197,No,Yes,Yes,No,No,No,No,No
3198,3198,No,No,No,No,No,No,No,No
3199,3199,No,No,No,No,No,No,No,No
3200,3200,No,No,No,No,No,No,No,No
3201,3201,No,No,No,No,No,No,No,No
3202,3202,No,No,No,No,No,No,No,No
3203,3203,No,No,No,No,No,No,No,No
3204,3204,No,Yes,No,No,No,No,No,No
3205,3205,No,Yes,Yes,No,Yes,No,No,No
3206,3206,No,No,Yes,No,No,No,No,No
3207,3207,No,No,No,No,No,No,No,No
3208,3208,No,Yes,Yes,No,No,No,No,No
3209,3209,No,Yes,No,No,No,No,No,No
3210,3210,No,No,No,No,No,No,No,No
3211,3211,No,No,No,No,No,No,No,No
3212,3212,No,No,No,No,No,No,No,No
3213,3213,No,No,No,No,No,No,No,No
3214,3214,No,No,No,No,No,No,No,No
3215,3215,No,No,No,No,No,No,No,No
3216,3216,Yes,No,No,No,No,No,No,No
3217,3217,No,No,No,No,No,No,No,No
3218,3218,No,No,No,No,No,No,No,No
3219,3219,No,No,No,No,No,No,No,No
3220,3220,No,No,No,No,No,No,No,No
3221,3221,No,No,No,No,No,No,No,No
3222,3222,No,Yes,Yes,No,Yes,No,No,No
3223,3223,No,No,No,No,No,No,No,No
3224,3224,No,No,No,No,No,No,No,No
3225,3225,No,Yes,Yes,No,Yes,No,No,No
3226,3226,No,No,No,No,No,No,No,No
3227,3227,No,Yes,No,No,Yes,No,No,No
3228,3228,No,Yes,Yes,No,Yes,No,No,No
3229,3229,No,Yes,Yes,No,Yes,No,No,No
3230,3230,No,Yes,Yes,No,Yes,No,No,No
3231,3231,No,No,No,No,No,No,No,No
3232,3232,No,Yes,Yes,No,No,No,No,No
3233,3233,No,Yes,No,No,Yes,No,No,No
3234,3234,No,Yes,No,No,No,No,No,No
3235,3235,No,Yes,Yes,No,No,No,No,No
3236,3236,No,No,No,No,No,No,No,No
3237,3237,No,Yes,Yes,No,Yes,No,No,No
3238,3238,No,No,No,No,No,No,No,No
3239,3239,No,Yes,No,No,No,No,No,No
3240,3240,No,No,No,No,No,No,No,No
3241,3241,No,Yes,Yes,No,No,No,No,No
3242,3242,No,Yes,No,No,Yes,No,No,No
3243,3243,No,Yes,Yes,No,Yes,No,No,No
3244,3244,No,No,No,No,No,No,No,No
3245,3245,No,Yes,Yes,No,Yes,No,No,No
3246,3246,No,Yes,Yes,No,Yes,No,No,No
3247,3247,No,No,No,No,No,No,No,No
3248,3248,No,Yes,Yes,Yes,Yes,No,No,No
3249,3249,No,No,No,No,No,No,No,No
3250,3250,No,Yes,No,No,No,No,No,No
3251,3251,No,Yes,No,No,No,No,No,No
3252,3252,No,Yes,Yes,No,Yes,No,No,No
3253,3253,No,Yes,No,No,No,No,No,No
3254,3254,No,Yes,Yes,Yes,No,No,No,No
3255,3255,No,Yes,No,No,No,No,No,No
3256,3256,No,Yes,Yes,No,No,No,No,No
3257,3257,No,Yes,Yes,No,Yes,No,No,No
3258,3258,No,No,No,No,No,No,No,No
3259,3259,No,Yes,No,No,No,No,No,No
3260,3260,No,No,No,No,No,No,No,No
3261,3261,No,Yes,No,No,No,No,No,No
3262,3262,No,Yes,Yes,No,No,No,No,No
3263,3263,No,No,No,No,No,No,No,No
3264,3264,No,Yes,No,No,No,No,No,No
3265,3265,No,Yes,Yes,No,Yes,No,No,No
3266,3266,No,No,No,No,No,No,No,No
3267,3267,Yes,No,Yes,Yes,No,No,No,No
3268,3268,No,Yes,Yes,No,Yes,No,No,No
3269,3269,No,Yes,Yes,Yes,Yes,No,No,No
3270,3270,No,Yes,Yes,No,No,No,No,No
3271,3271,No,No,No,No,No,No,No,No
3272,3272,No,Yes,No,No,No,No,No,No
3273,3273,No,Yes,No,No,No,No,No,No
3274,3274,No,Yes,No,No,Yes,No,No,No
3275,3275,No,Yes,Yes,No,No,No,No,No
3276,3276,No,Yes,No,No,No,No,No,No
3277,3277,No,Yes,Yes,No,No,No,No,No
3278,3278,No,Yes,No,No,Yes,No,No,No
3279,3279,No,Yes,Yes,No,Yes,No,No,No
3280,3280,No,Yes,No,No,No,No,No,No
3281,3281,No,Yes,No,No,No,No,No,No
3282,3282,No,Yes,No,No,No,No,No,No
3283,3283,No,Yes,Yes,No,No,No,No,No
3284,3284,No,Yes,No,No,No,No,No,No
3285,3285,No,Yes,Yes,No,Yes,No,No,No
3286,3286,No,Yes,No,No,Yes,No,No,No
3287,3287,No,Yes,Yes,No,Yes,No,No,No
3288,3288,No,Yes,Yes,No,Yes,No,No,No
3289,3289,Yes,No,Yes,No,No,No,No,No
3290,3290,No,Yes,Yes,No,Yes,No,No,No
3291,3291,No,Yes,Yes,No,No,No,No,No
3292,3292,No,Yes,No,No,No,No,No,No
3293,3293,No,Yes,No,No,No,No,No,No
3294,3294,No,Yes,Yes,Yes,No,No,No,No
3295,3295,No,No,No,No,No,No,No,No
3296,3296,No,Yes,Yes,No,Yes,No,No,No
3297,3297,No,No,No,No,No,No,No,No
3298,3298,No,Yes,No,No,No,No,No,No
3299,3299,No,Yes,No,No,Yes,No,No,No
3300,3300,No,Yes,Yes,No,Yes,No,No,No
3301,3301,No,Yes,Yes,No,No,No,No,No
3302,3302,No,No,No,No,No,No,No,No
3303,3303,No,Yes,No,No,No,No,No,No
3304,3304,No,Yes,No,No,No,No,No,No
3305,3305,No,Yes,Yes,No,Yes,No,No,No
3306,3306,No,Yes,No,No,No,No,No,No
3307,3307,No,Yes,No,No,No,No,No,No
3308,3308,No,Yes,No,No,Yes,No,No,No
3309,3309,No,No,Yes,No,Yes,No,No,No
3310,3310,No,No,No,No,No,No,No,No
3311,3311,No,Yes,No,No,No,No,No,No
3312,3312,No,Yes,Yes,No,Yes,No,No,No
3313,3313,No,Yes,Yes,No,No,No,No,No
3314,3314,No,No,No,No,No,No,No,No
3315,3315,No,No,No,No,No,No,No,No
3316,3316,No,Yes,Yes,No,Yes,No,No,No
3317,3317,No,Yes,No,No,No,No,No,No
3318,3318,No,Yes,Yes,No,Yes,No,No,No
3319,3319,No,Yes,Yes,No,Yes,No,No,No
3320,3320,No,No,No,No,No,No,No,No
3321,3321,No,Yes,Yes,Yes,No,No,No,No
3322,3322,No,Yes,Yes,No,Yes,No,No,No
3323,3323,No,Yes,Yes,No,Yes,No,No,No
3324,3324,No,Yes,Yes,No,Yes,No,No,No
3325,3325,No,Yes,Yes,Yes,Yes,No,No,No
3326,3326,No,No,No,No,No,No,No,No
3327,3327,No,Yes,Yes,No,Yes,No,No,No
3328,3328,No,No,No,No,No,No,No,No
3329,3329,No,Yes,Yes,No,No,No,No,No
3330,3330,No,Yes,Yes,No,Yes,No,No,No
3331,3331,No,No,No,No,No,No,No,No
3332,3332,No,Yes,Yes,No,Yes,No,No,No
3333,3333,No,Yes,No,No,Yes,No,No,No
3334,3334,No,Yes,Yes,No,Yes,No,No,No
3335,3335,No,Yes,Yes,No,No,No,No,No
3336,3336,No,Yes,Yes,No,No,No,No,No
3337,3337,Yes,No,No,No,No,No,No,No
3338,3338,Yes,No,No,No,No,No,No,No
3339,3339,No,Yes,Yes,No,Yes,No,No,No
3340,3340,No,No,No,No,No,No,No,No
3341,3341,No,Yes,No,No,Yes,No,No,No
3342,3342,No,Yes,Yes,No,Yes,No,No,No
3343,3343,No,Yes,No,No,No,No,No,No
3344,3344,No,Yes,No,No,Yes,No,No,No
3345,3345,No,Yes,Yes,No,No,No,No,No
3346,3346,No,Yes,No,No,No,No,No,No
3347,3347,No,No,No,No,No,No,No,No
3348,3348,No,Yes,No,No,No,No,No,No
3349,3349,No,Yes,Yes,Yes,Yes,No,No,No
3350,3350,No,No,No,No,No,No,No,No
3351,3351,No,No,No,No,No,No,No,No
3352,3352,No,Yes,No,No,No,No,No,No
3353,3353,No,Yes,Yes,No,No,No,No,No
3354,3354,No,Yes,Yes,No,No,No,No,No
3355,3355,No,Yes,No,No,Yes,No,No,No
3356,3356,No,Yes,Yes,Yes,Yes,No,No,No
3357,3357,No,Yes,Yes,No,Yes,No,No,No
3358,3358,No,Yes,Yes,No,Yes,No,No,No
3359,3359,No,Yes,No,No,No,No,No,No
3360,3360,No,No,Yes,No,Yes,No,No,No
3361,3361,No,Yes,Yes,No,No,No,No,No
3362,3362,No,No,Yes,Yes,Yes,No,No,No
3363,3363,No,No,Yes,No,Yes,No,No,No
3364,3364,No,Yes,Yes,No,Yes,No,No,No
3365,3365,No,No,No,No,Yes,No,No,No
3366,3366,No,No,No,No,No,No,No,No
3367,3367,No,No,Yes,No,Yes,No,No,No
3368,3368,No,Yes,Yes,Yes,Yes,No,No,No
3369,3369,No,Yes,Yes,No,Yes,No,No,No
3370,3370,No,Yes,Yes,No,No,No,No,No
3371,3371,No,Yes,Yes,No,Yes,No,No,No
3372,3372,No,No,Yes,No,No,No,No,No
3373,3373,No,Yes,No,No,Yes,No,No,No
3374,3374,No,Yes,Yes,No,Yes,No,No,No
3375,3375,No,Yes,No,No,No,No,No,No
3376,3376,No,Yes,Yes,Yes,Yes,No,No,No
3377,3377,No,Yes,Yes,No,Yes,No,No,No
3378,3378,No,Yes,Yes,No,No,No,No,No
3379,3379,No,No,No,No,No,No,No,No
3380,3380,Yes,No,Yes,No,No,No,No,No
3381,3381,No,No,Yes,No,Yes,No,No,No
3382,3382,No,No,No,No,No,No,No,No
3383,3383,No,Yes,Yes,No,Yes,No,No,No
3384,3384,No,No,Yes,No,No,No,No,No
3385,3385,No,Yes,Yes,No,Yes,No,No,No
3386,3386,No,Yes,Yes,No,Yes,No,No,No
3387,3387,No,Yes,Yes,No,Yes,No,No,No
3388,3388,No,No,No,No,No,No,No,No
3389,3389,No,No,Yes,No,Yes,No,No,No
3390,3390,No,No,No,No,No,No,No,No
3391,3391,No,No,No,No,No,No,No,No
3392,3392,No,Yes,No,No,Yes,No,No,No
3393,3393,No,No,No,No,No,No,No,No
3394,3394,No,No,Yes,No,Yes,No,No,No
3395,3395,No,No,No,No,No,No,No,No
3396,3396,No,Yes,Yes,Yes,Yes,No,No,No
3397,3397,Yes,No,Yes,No,No,No,No,No
3398,3398,No,Yes,Yes,No,Yes,No,No,No
3399,3399,No,Yes,No,Yes,No,No,No,No
3400,3400,No,No,No,No,No,No,No,No
3401,3401,No,Yes,Yes,No,Yes,No,No,No
3402,3402,No,No,Yes,No,No,No,No,No
3403,3403,No,No,Yes,Yes,Yes,No,No,No
3404,3404,No,No,Yes,No,Yes,No,No,No
3405,3405,No,No,No,No,No,No,No,No
3406,3406,Yes,No,Yes,No,No,No,No,No
3407,3407,No,No,Yes,No,Yes,No,No,No
3408,3408,No,No,Yes,Yes,Yes,No,No,No
3409,3409,No,No,Yes,Yes,Yes,No,No,No
3410,3410,No,No,Yes,No,Yes,No,No,No
3411,3411,No,Yes,Yes,No,Yes,No,No,No
3412,3412,No,No,Yes,No,No,No,No,No
3413,3413,No,Yes,Yes,Yes,Yes,No,No,No
3414,3414,No,No,No,No,No,No,No,No
3415,3415,No,Yes,Yes,No,No,No,No,No
3416,3416,No,Yes,No,No,Yes,No,No,No
3417,3417,No,Yes,No,No,No,No,No,No
3418,3418,No,Yes,Yes,No,Yes,No,No,No
3419,3419,No,No,Yes,No,Yes,No,No,No
3420,3420,No,Yes,Yes,No,No,No,No,No
3421,3421,No,No,No,No,Yes,No,No,No
3422,3422,No,No,No,No,No,No,No,No
3423,3423,No,No,Yes,No,Yes,No,No,No
3424,3424,No,Yes,Yes,No,No,No,No,No
3425,3425,No,No,Yes,No,No,No,No,No
3426,3426,No,No,No,No,No,No,No,No
3427,3427,No,No,Yes,Yes,Yes,No,No,No
3428,3428,No,No,Yes,No,Yes,No,No,No
3429,3429,No,No,Yes,No,No,No,No,No
3430,3430,No,Yes,No,Yes,Yes,No,No,No
3431,3431,No,Yes,Yes,No,Yes,No,No,No
3432,3432,Yes,No,Yes,No,No,No,No,No
3433,3433,No,Yes,Yes,Yes,No,No,No,No
3434,3434,No,Yes,Yes,Yes,Yes,No,No,No
3435,3435,No,Yes,Yes,No,Yes,No,No,No
3436,3436,No,Yes,No,No,Yes,No,No,No
3437,3437,No,No,No,No,Yes,No,No,No
3438,3438,Yes,No,No,No,No,No,No,No
3439,3439,Yes,No,Yes,No,No,No,No,No
3440,3440,No,Yes,Yes,No,Yes,No,No,No
3441,3441,No,Yes,No,No,No,No,No,No
3442,3442,No,No,Yes,No,No,No,No,No
3443,3443,No,No,Yes,No,Yes,No,No,No
3444,3444,No,No,Yes,No,Yes,No,No,No
3445,3445,No,Yes,Yes,No,Yes,No,No,No
3446,3446,No,Yes,No,No,No,No,No,No
3447,3447,No,Yes,Yes,No,Yes,No,No,No
3448,3448,No,No,Yes,No,Yes,No,No,No
3449,3449,No,No,No,No,No,No,No,No
3450,3450,No,No,No,No,Yes,No,No,No
3451,3451,No,No,No,No,No,No,No,No
3452,3452,No,Yes,Yes,No,Yes,No,No,No
3453,3453,No,No,No,No,No,No,No,No
3454,3454,No,Yes,Yes,No,Yes,No,No,No
3455,3455,No,No,No,No,No,No,No,No
3456,3456,No,No,Yes,No,Yes,No,No,No
3457,3457,No,No,Yes,No,Yes,No,No,No
3458,3458,No,Yes,Yes,Yes,Yes,No,No,No
3459,3459,No,Yes,Yes,No,Yes,No,No,No
3460,3460,No,No,No,No,No,No,No,No
3461,3461,No,No,No,No,No,No,No,No
3462,3462,No,Yes,Yes,No,Yes,No,No,No
3463,3463,No,No,Yes,No,Yes,No,No,No
3464,3464,No,No,Yes,Yes,Yes,No,No,No
3465,3465,No,Yes,Yes,Yes,Yes,No,No,No
3466,3466,No,Yes,No,Yes,Yes,No,No,No
3467,3467,No,Yes,Yes,Yes,Yes,No,No,No
3468,3468,No,Yes,Yes,No,Yes,No,No,No
3469,3469,No,No,Yes,No,No,No,No,No
3470,3470,No,No,No,No,No,No,No,No
3471,3471,No,Yes,Yes,No,No,No,No,No
3472,3472,No,No,Yes,Yes,Yes,No,No,No
3473,3473,No,Yes,Yes,No,Yes,No,No,No
3474,3474,No,No,No,No,Yes,No,No,No
3475,3475,No,No,Yes,No,Yes,No,No,No
3476,3476,No,Yes,No,Yes,Yes,No,No,No
3477,3477,No,No,Yes,Yes,Yes,No,No,No
3478,3478,No,Yes,Yes,No,Yes,No,No,No
3479,3479,No,Yes,No,Yes,Yes,No,No,No
3480,3480,No,No,No,No,No,No,No,No
3481,3481,No,No,Yes,No,Yes,No,No,No
3482,3482,No,Yes,Yes,No,Yes,No,No,No
3483,3483,No,Yes,Yes,No,Yes,No,No,No
3484,3484,No,No,No,No,No,No,No,No
3485,3485,No,Yes,Yes,No,No,No,No,No
3486,3486,No,Yes,No,No,No,No,No,No
3487,3487,No,No,No,No,No,No,No,No
3488,3488,No,No,No,No,No,No,No,No
3489,3489,No,Yes,Yes,No,Yes,No,No,No
3490,3490,No,Yes,Yes,Yes,Yes,No,No,No
3491,3491,No,Yes,Yes,Yes,Yes,No,No,No
3492,3492,No,No,No,No,No,No,No,No
3493,3493,No,No,No,No,No,No,No,No
3494,3494,No,No,No,No,No,No,No,No
3495,3495,No,No,No,No,No,No,No,No
3496,3496,No,No,No,No,No,No,No,No
3497,3497,No,No,No,No,No,No,No,No
3498,3498,No,No,No,No,No,No,No,No
3499,3499,No,Yes,Yes,Yes,Yes,No,No,No
3500,3500,No,No,No,No,No,No,No,No
3501,3501,Yes,No,No,No,Yes,No,No,Yes
3502,3502,No,No,No,No,No,No,No,No
3503,3503,Yes,Yes,Yes,No,Yes,No,No,Yes
3504,3504,No,No,No,No,No,No,No,No
3505,3505,No,No,No,No,No,No,No,No
